date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:46	219927/219927	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22658256f6-35b17%22	http://www.cciccccloud.com/template/mu/static/picture/1590048848871028263.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/picture/1590048848871028263.jpg	(from http://www.cciccccloud.com/trace?sn=000002219770908)
10:41:46	16948/16948	---M--	200	added ('OK')	application/octet-stream	etag:%22658256e7-4234%22	http://www.cciccccloud.com/template/mu/static/fonts/font_1433401008_2229297.ttf	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/fonts/font_1433401008_2229297.ttf	(from http://www.cciccccloud.com/template/mu/static/css/sm.css)
10:42:01	548/548	---M--	200	added ('OK')	image/png	etag:%22658256f1-224%22	http://www.cciccccloud.com/template/mu/static/images/hmy_sideperson.png	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/hmy_sideperson.png	(from http://www.cciccccloud.com/template/mu/static/css/index.css)
10:42:14	548/548	---M--	200	added ('OK')	image/png	etag:%22658256f0-224%22	http://www.cciccccloud.com/template/mu/static/images/hmy_sideimg02.png	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/hmy_sideimg02.png	(from http://www.cciccccloud.com/template/mu/static/css/index.css)
10:42:19	548/548	---M--	200	added ('OK')	image/png	etag:%22658256f1-224%22	http://www.cciccccloud.com/template/mu/static/images/hmy_sideimg03.png	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/hmy_sideimg03.png	(from http://www.cciccccloud.com/template/mu/static/css/index.css)
10:42:19	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f3-224%22	http://www.cciccccloud.com/template/mu/static/images/scpbg.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/scpbg.jpg	(from http://www.cciccccloud.com/template/mu/static/css/index.css)
10:42:20	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f4-224%22	http://www.cciccccloud.com/template/mu/static/images/ymt.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/ymt.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:21	18679/18679	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22658276a4-48f7%22	http://www.cciccccloud.com/template/mu/static/images/top1.jpg?v=1	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/top13860.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:26	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f3-224%22	http://www.cciccccloud.com/template/mu/static/images/top-xz.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/top-xz.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:27	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f3-224%22	http://www.cciccccloud.com/template/mu/static/images/nq-top.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/nq-top.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:28	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f0-224%22	http://www.cciccccloud.com/template/mu/static/images/fy-top.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/fy-top.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:28	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256ef-224%22	http://www.cciccccloud.com/template/mu/static/images/bh-tit.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/bh-tit.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:29	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f4-224%22	http://www.cciccccloud.com/template/mu/static/images/topc.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/topc.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:30	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f5-224%22	http://www.cciccccloud.com/template/mu/static/images/zn-logo.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/zn-logo.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:30	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f4-224%22	http://www.cciccccloud.com/template/mu/static/images/ullogo.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/ullogo.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:35	1617245/1617245	---MCZ	200	added ('OK')	image/png	etag:W/%22658256f6-18ad5d%22	http://www.cciccccloud.com/template/mu/static/picture/1666591927040077430.png	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/picture/1666591927040077430.png	(from http://www.cciccccloud.com/trace?sn=000002219770908)
10:42:50	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f2-224%22	http://www.cciccccloud.com/template/mu/static/images/nc.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/nc.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:50	548/548	---M--	200	added ('OK')	image/gif	etag:%22658256f3-224%22	http://www.cciccccloud.com/template/mu/static/images/qj-top.gif	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/qj-top.gif	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:52	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f2-224%22	http://www.cciccccloud.com/template/mu/static/images/lz.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/lz.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:54	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f2-224%22	http://www.cciccccloud.com/template/mu/static/images/mt.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/mt.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:42:59	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f2-224%22	http://www.cciccccloud.com/template/mu/static/images/malaixiya.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/malaixiya.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:43:01	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f0-224%22	http://www.cciccccloud.com/template/mu/static/images/dzxsy.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/dzxsy.jpg	(from http://www.cciccccloud.com/template/mu/static/css/ui-new.css)
10:43:08	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f1-224%22	http://www.cciccccloud.com/template/mu/static/images/inquiry.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/inquiry.jpg	(from http://www.cciccccloud.com/template/mu/static/css/search.css)
10:43:12	113147/113147	---MCZ	200	added ('OK')	text/css	etag:W/%22658256ed-1b9fb%22	http://www.cciccccloud.com/template/mu/static/css/sm_1.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/sm_1.css	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:43:23	2042/2042	---MCZ	200	added ('OK')	text/css	etag:W/%22658256e8-7fa%22	http://www.cciccccloud.com/template/mu/static/css/complaints_1.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/complaints_1.css	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:43:50	355/355	---M--	200	added ('OK')	text/css	etag:%22658256ea-163%22	http://www.cciccccloud.com/template/mu/static/css/pc-media_1.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/pc-media_1.css	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:44:10	146/146	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Mar%202026%2002:44:08%20GMT	http://www.cciccccloud.com/template/mu/static/js/config.js.js	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/js/config.js.33.delayed	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:44:55	146/146	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Mar%202026%2002:44:54%20GMT	http://www.cciccccloud.com/template/mu/static/js/complaints.js.js	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/js/complaints.js.34.delayed	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:45:01	146/146	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Mar%202026%2002:45:00%20GMT	http://www.cciccccloud.com/template/mu/static/js/workers.min.js	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/js/workers.min.35.delayed	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:45:01	0/0	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2002:45:00%20GMT	http://www.cciccccloud.com/?Spider/&url=/?about_15&id=90799&code=9993	C:/My%20Websites/ccic/www.cciccccloud.com/indexaef5.html	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:45:06	10/10	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2002:45:05%20GMT	http://www.cciccccloud.com/?p=/Do/visits/id	C:/My%20Websites/ccic/www.cciccccloud.com/indexdc14.html	(from http://www.cciccccloud.com/?about_15&id=90799&code=9993)
10:45:08	113147/113147	---MCZ	200	added ('OK')	text/css	etag:W/%22658256ee-1b9fb%22	http://www.cciccccloud.com/template/mu/static/css/sm_4.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/sm_4.css	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:09	17783/17783	---MCZ	200	added ('OK')	text/css	etag:W/%22658256ec-4577%22	http://www.cciccccloud.com/template/mu/static/css/sm-extend.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/sm-extend.css	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:10	1883/1883	---MCZ	200	added ('OK')	text/css	etag:W/%22658256ec-75b%22	http://www.cciccccloud.com/template/mu/static/css/search_3.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/search_3.css	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:11	355/355	---M--	200	added ('OK')	text/css	etag:%22658256eb-163%22	http://www.cciccccloud.com/template/mu/static/css/pc-media_4.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/pc-media_4.css	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:12	3730/3730	---MCZ	200	added ('OK')	text/css	etag:W/%22658256e8-e92%22	http://www.cciccccloud.com/template/mu/static/css/authen-new.css	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/css/authen-new.css	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:12	17400/17400	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22658256fa-43f8%22	http://www.cciccccloud.com/template/mu/static/picture/logo.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/picture/logo.jpg	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:12	16214/16214	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22658256fa-3f56%22	http://www.cciccccloud.com/template/mu/static/picture/infobg-false.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/picture/infobg-false.jpg	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:13	146/146	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Mar%202026%2002:45:12%20GMT	http://www.cciccccloud.com/static/picture/qrcode.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/static/picture/qrcode.jpg	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:14	15858/15858	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22658256fa-3df2%22	http://www.cciccccloud.com/template/mu/static/picture/infobg-ture.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/picture/infobg-ture.jpg	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:14	15060/15060	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22658256fa-3ad4%22	http://www.cciccccloud.com/template/mu/static/picture/infobg-warn.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/picture/infobg-warn.jpg	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:14	0/0	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2002:45:13%20GMT	http://www.cciccccloud.com/?Spider/&url=/?about_16&id=90799&code=9993	C:/My%20Websites/ccic/www.cciccccloud.com/indexdab4.html	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Mar%202026%2002:45:13%20GMT	http://www.cciccccloud.com/template/mu/static/fonts/b2e057172b8e4ed28b80e145e508a522.woff	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/fonts/b2e057172b8e4ed28b80e145e508a522.woff	(from http://www.cciccccloud.com/template/mu/static/css/swiper-bundle.min.css)
10:45:14	58024/58024	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658256e7-e2a8%22	http://www.cciccccloud.com/template/mu/static/js/moment.min.js	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/js/moment.min.js	(from http://www.cciccccloud.com/?about_16&id=90799&code=9993)
10:45:14	548/548	---M--	200	added ('OK')	image/jpeg	etag:%22658256f0-224%22	http://www.cciccccloud.com/template/mu/static/images/codebg-3d.jpg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/images/codebg-3d.jpg	(from http://www.cciccccloud.com/template/mu/static/css/authen-new.css)
10:45:15	22580/22580	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22658256e6-5834%22	http://www.cciccccloud.com/template/mu/static/fonts/font_1433401008_2229297.svg	C:/My%20Websites/ccic/www.cciccccloud.com/template/mu/static/fonts/font_1433401008_2229297.svg	(from http://www.cciccccloud.com/template/mu/static/css/sm.css)
10:45:15	226/226	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2002:45:13%20GMT	http://www.cciccccloud.com/	C:/My%20Websites/ccic/www.cciccccloud.com/index.html	(from http://www.cciccccloud.com/template/mu/static/css/swiper-bundle.min.css)
10:45:15	0/0	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Mar%202026%2002:45:14%20GMT	http://www.cciccccloud.com/?Spider/&url=/	C:/My%20Websites/ccic/www.cciccccloud.com/indexd3b5.html	(from http://www.cciccccloud.com/)
